sku,warehouse_id,warehouse_name,location_code,current_stock,reserved_stock,available_stock,safety_stock,reorder_point,max_stock,last_inbound_date,last_outbound_date,lot_number,expiry_date,manufacture_date,inbound_cost_krw,storage_fee_daily,status,temperature_zone,supplier_ref,wms_metric_01,wms_metric_02,wms_metric_03,wms_metric_04,wms_metric_05,wms_metric_06,wms_metric_07,wms_metric_08,wms_metric_09,wms_metric_10,wms_metric_11,wms_metric_12,wms_metric_13,wms_metric_14,wms_metric_15,wms_metric_16,wms_metric_17,wms_metric_18,wms_metric_19,wms_metric_20,wms_flag_01,wms_flag_02,wms_flag_03,wms_flag_04,wms_flag_05,wms_flag_06,wms_flag_07,wms_flag_08,wms_flag_09,wms_flag_10
SKU00000259,WH-05,광주센터,C-41-1,84,35,302,100,20,800,2024-03-11,05/01/2025,LOT20246289,04-17-2025,03/07/2024,36716,41.89,이상재고,냉장,SUP-015,22.04,132.86,127.19,496.61,545.9,1016.92,59.84,529.74,269.16,56.78,281.9,106.7,1181.01,816.41,3.28,178.69,212.06,2378.92,203.55,209.85,N,False,N,False,yes,0,1,O,yes,Y
SKU00000259,WH-02,인천센터,B-23-5,65,39,219,10,30,1000,20250416,03-12-2023,LOT20230453,2027-04-11,20240909,16868,20.08,정상,상온,SUP-015,266.23,739.68,19.25,685.75,1130.23,93.06,117.04,210.95,1143.98,175.51,1309.75,202.12,183.56,97.78,132.58,179.25,28.33,2536.07,81.6,86.4,Y,True,N,False,no,1,0,O,no,N
SKU00000260,WH-04,대구센터,B-41-4,181,26,28,30,20,300,2023.05.27,23/08/2023,LOT20250589,05/07/2025,20250421,20815,41.28,반품입고,냉장,SUP-010,106.52,372.3,7.99,417.23,4.79,925.93,138.87,285.22,1866.58,481.55,246.13,233.2,2145.05,17.66,29.52,110.78,299.75,331.67,65.14,235.17,Y,True,Y,True,yes,0,0,X,yes,Y
SKU00000260,WH-01,김포센터,F-46-2,18,0,96,100,100,300,04-10-2024,17/08/2025,LOT20230589,2026.08.10,20230407,15147,32.37,정상,상온,SUP-010,186.05,505.24,62.19,60.63,435.6,920.95,724.45,1759.25,321.86,213.09,386.78,1105.29,175.47,1236.52,14.9,60.08,596.24,53.03,408.73,292.73,N,False,Y,True,yes,1,1,O,no,N
SKU00000261,WH-04,대구센터,B-14-3,167,14,167,20,30,800,08-28-2023,2024.09.11,LOT20235640,12-26-2026,20230807,31449,24.58,반품입고,냉장,SUP-045,16.77,8.25,8.27,270.07,828.24,385.4,20.29,1342.34,993.81,173.4,486.25,535.9,84.89,2651.54,85.21,46.99,370.9,429.77,110.03,1.85,Y,True,Y,True,yes,1,0,X,no,Y
SKU00000261,WH-03,부산센터,D-27-2,458,40,2,20,20,500,06-07-2025,20250115,LOT20244924,11-20-2027,20230525,16171,73.43,정상,상온,SUP-045,446.77,1998.07,10.76,76.6,143.66,146.85,31.82,2020.64,1626.29,95.94,321.26,28.79,100.66,1091.23,13.3,485.45,1817.28,1171.66,144.11,301.79,Y,False,Y,True,yes,1,1,O,yes,Y
SKU00000262,WH-02,인천센터,A-50-3,77,16,18,20,80,1000,17/04/2024,16/07/2025,LOT20242428,2025-01-25,07-15-2024,10558,92.2,반품입고,냉장,SUP-027,521.63,158.52,40.88,1259.62,180.56,125.3,148.1,1158.79,609.77,851.36,90.27,32.32,114.84,29.15,11.74,149.44,1204.22,310.83,293.98,8.32,Y,False,Y,False,no,0,0,X,no,N
SKU00000263,WH-04,대구센터,F-15-2,32,40,311,30,20,800,2024.02.01,10/02/2023,LOT20250909,20270322,09-24-2024,9770,59.75,반품입고,상온,SUP-033,187.74,419.55,86.56,3.94,1207.87,1486.42,326.72,30.65,27.72,1170.4,377.76,380.43,149.93,908.08,31.32,77.9,51.56,1116.73,812.21,93.05,Y,True,Y,False,yes,1,1,X,yes,N
SKU00000264,WH-03,부산센터,D-36-5,372,48,64,20,20,500,20240208,06-24-2023,LOT20242137,2026-11-24,2025.01.17,7568,72.87,이상재고,냉동,SUP-054,49.88,784.95,108.28,335.66,752.92,3719.97,74.61,246.26,127.91,17.72,52.85,982.9,137.35,5051.84,101.0,316.65,179.79,228.81,4.53,339.79,Y,False,Y,False,no,0,0,X,yes,N
SKU00000265,WH-02,인천센터,B-17-5,470,10,400,10,80,800,2025.08.28,04-30-2024,LOT20242777,05/12/2026,20250608,15123,93.0,정상,상온,SUP-004,107.03,227.25,188.39,619.24,404.39,1547.91,59.32,2308.41,1341.65,88.45,78.0,669.61,608.02,237.27,15.03,36.86,1096.24,1066.57,7.76,3.46,Y,True,N,True,yes,0,1,X,no,N
SKU00000265,WH-01,김포센터,C-09-2,197,32,283,20,100,800,20230516,05-12-2025,LOT20239786,20270128,2023-11-09,16387,43.96,이상재고,상온,SUP-004,83.78,1247.53,197.2,121.26,63.05,275.51,53.26,35.47,1273.74,161.55,954.05,831.77,127.51,922.02,8.36,84.16,2270.5,378.06,78.63,41.71,N,False,Y,False,yes,1,0,O,yes,N
SKU00000265,WH-05,광주센터,A-19-5,257,11,370,10,30,500,2023.02.01,20250412,LOT20247026,20270305,20240606,10752,81.32,반품입고,상온,SUP-004,439.58,519.25,30.24,24.79,61.07,1498.57,97.25,114.18,1811.96,166.5,120.34,233.61,152.43,151.92,6.51,36.15,2650.94,2113.62,139.89,3.13,N,False,N,False,no,1,1,O,yes,Y
SKU00000266,WH-01,김포센터,E-31-5,435,42,259,30,80,300,2025.11.25,23/01/2025,LOT20243619,10-07-2026,20230618,1827,80.0,정상,냉동,SUP-004,5.68,1492.97,26.05,546.18,363.09,59.39,27.79,59.25,486.99,40.98,784.35,1081.43,331.63,192.04,43.24,293.81,1194.46,23.63,1698.05,99.33,Y,False,N,False,no,1,1,O,no,N
SKU00000266,WH-05,광주센터,C-25-2,91,21,3,50,50,500,2023-08-07,15/10/2025,LOT20240233,2027-05-29,21/03/2024,25848,54.61,이상재고,상온,SUP-004,293.04,6.17,11.27,91.57,113.1,725.43,85.64,611.91,355.43,90.06,1093.55,678.48,408.0,565.6,11.93,58.82,690.35,954.6,822.63,206.69,Y,False,N,False,no,1,1,X,yes,Y
SKU00000267,WH-01,김포센터,F-33-5,338,1,21,30,80,1000,12-21-2025,2024.07.26,LOT20245472,2026-05-22,20230309,34440,15.65,이상재고,상온,SUP-021,374.81,640.17,5.96,44.56,44.86,1766.13,311.59,667.04,962.91,90.66,231.48,536.81,1157.27,2566.12,30.81,277.8,860.23,914.32,427.25,345.76,Y,False,Y,True,yes,0,0,O,no,Y
SKU00000268,WH-03,부산센터,F-38-1,145,13,266,100,80,800,2025-09-06,20240201,LOT20234158,20260616,07-21-2023,35644,51.95,정상,냉동,SUP-045,1220.17,393.19,24.12,57.65,76.87,364.57,189.16,2632.51,224.17,401.87,3750.46,14.91,1303.44,1000.26,9.65,582.99,47.44,663.54,519.86,272.56,Y,False,Y,True,yes,0,1,X,no,Y
SKU00000268,WH-05,광주센터,B-43-1,94,48,228,30,30,1000,03-09-2025,2025.02.28,LOT20234001,2026-07-09,01-16-2025,29690,60.0,정상,냉동,SUP-045,249.1,366.29,309.48,218.96,45.16,690.42,120.73,1108.25,126.83,48.41,81.0,197.51,1337.47,2994.46,76.62,419.36,328.43,961.11,593.4,414.78,Y,False,Y,True,yes,1,0,X,yes,N
SKU00000269,WH-02,인천센터,C-09-1,71,4,361,30,20,200,11-17-2024,20230703,LOT20249384,20270923,20241221,37398,52.29,정상,냉장,SUP-031,63.0,414.29,21.49,56.56,1066.52,315.17,276.54,2676.13,1602.85,83.52,752.95,1834.89,722.97,876.69,35.19,72.55,1223.71,227.35,367.19,80.69,Y,True,N,True,yes,1,1,O,no,Y
SKU00000269,WH-04,대구센터,B-13-5,30,33,205,50,80,300,2024-05-08,2023-01-21,LOT20242433,06-08-2025,20230810,22591,68.06,정상,냉동,SUP-031,172.16,1190.76,9.24,522.35,407.76,1835.32,246.7,1364.38,220.01,404.2,185.35,236.33,736.32,796.31,94.84,401.88,389.08,50.58,207.38,32.46,N,True,N,False,no,1,1,O,no,N
SKU00000269,WH-03,부산센터,D-20-3,7,10,153,30,30,800,20240222,18/06/2025,LOT20237184,25/04/2026,2024-08-31,47955,68.49,반품입고,냉장,SUP-031,52.2,285.46,145.79,54.08,359.07,769.94,164.76,224.83,904.3,401.58,698.03,160.36,587.49,127.98,60.73,709.19,145.92,195.39,75.2,57.39,N,False,Y,True,yes,0,0,O,no,Y
SKU00000270,WH-05,광주센터,A-31-1,131,41,44,50,50,1000,10-28-2024,29/07/2024,LOT20248558,20250515,03-24-2023,17305,82.09,정상,상온,SUP-015,193.39,193.93,8.05,84.02,733.36,134.51,262.33,277.87,521.37,219.6,170.85,90.62,458.72,2041.19,12.43,37.88,1288.76,12.21,47.97,7.25,N,False,Y,True,no,0,1,O,yes,Y
SKU00000270,WH-02,인천센터,B-14-3,450,1,71,10,20,200,2023.12.09,20250928,LOT20231330,2025-10-23,14/04/2025,29778,44.57,폐기예정,상온,SUP-015,131.46,185.05,46.48,14.26,42.78,667.74,516.98,167.24,1017.86,149.83,318.92,281.71,153.71,2266.71,93.1,571.15,499.15,754.43,148.49,205.0,Y,False,N,True,no,0,1,X,yes,N
SKU00000271,WH-01,김포센터,A-39-2,465,7,67,10,30,500,2025.03.18,15/01/2025,LOT20238365,2025.03.10,2024.12.28,45748,83.43,정상,상온,SUP-020,44.04,575.59,7.06,51.79,261.83,657.92,117.81,23.71,1318.8,274.14,761.2,948.29,1078.01,224.87,0.42,80.48,231.54,241.01,269.19,188.07,Y,True,Y,False,no,0,1,X,no,Y
SKU00000272,WH-05,광주센터,D-22-4,226,34,255,30,100,200,20240310,20240701,LOT20238898,20271007,2023-06-16,26094,71.76,정상,상온,SUP-023,376.07,590.2,49.05,1910.25,201.42,2275.51,74.11,371.32,1323.88,262.38,388.27,513.1,649.54,2216.42,7.09,9.48,1009.56,323.04,196.84,34.78,N,True,Y,True,yes,1,0,X,no,N
SKU00000272,WH-02,인천센터,A-13-4,270,44,400,50,100,500,20251013,08-23-2025,LOT20244721,05-13-2027,02-06-2023,16672,20.33,정상,상온,SUP-023,428.78,647.22,27.84,1203.34,24.34,3083.63,133.98,131.28,800.34,39.48,693.45,980.19,338.61,811.66,89.43,31.6,110.9,1036.83,23.31,336.86,Y,False,Y,True,yes,0,0,X,no,Y
SKU00000273,WH-03,부산센터,F-22-1,463,31,180,30,20,200,2024-10-22,2023-01-17,LOT20249871,07/09/2025,20240905,44768,14.3,정상,상온,SUP-014,60.03,11.36,94.81,212.12,479.85,744.13,101.51,400.17,297.7,284.06,1123.51,1921.67,960.05,142.97,140.37,174.2,1186.16,630.21,385.55,12.3,Y,False,Y,False,no,0,0,O,yes,N
SKU00000274,WH-05,광주센터,C-15-1,233,40,428,100,150,1000,2023.05.10,24/01/2025,LOT20238465,2026-09-29,14/09/2023,35544,54.29,정상,상온,SUP-053,469.36,652.67,17.15,289.59,106.03,673.24,660.47,189.3,533.36,69.81,167.9,73.4,1048.93,707.87,29.02,639.68,849.6,2730.81,300.12,88.85,Y,False,Y,False,yes,1,0,O,no,N
SKU00000274,WH-04,대구센터,D-06-3,312,29,221,10,20,200,2023-08-29,20230228,LOT20240640,11-06-2027,20230603,30854,76.31,정상,상온,SUP-053,51.65,441.84,98.19,26.28,389.15,2055.71,293.85,77.97,151.45,32.7,133.15,1036.51,200.21,887.78,21.28,91.08,273.45,309.3,0.32,138.2,Y,False,Y,True,no,1,0,O,yes,Y
SKU00000274,WH-03,부산센터,A-20-4,383,3,130,100,150,500,19/12/2023,2023.12.11,LOT20236118,2025-03-02,20230830,46715,69.1,정상,냉장,SUP-053,204.0,413.11,38.69,1411.5,566.48,823.31,402.32,167.56,1019.56,118.76,12.41,117.31,482.51,360.8,33.96,56.76,713.79,33.95,13.98,284.58,N,True,N,True,no,1,1,O,no,N
SKU00000275,WH-03,부산센터,D-39-1,221,21,299,30,100,800,2024-11-23,12-17-2023,LOT20242243,09/09/2026,20250204,11960,71.36,폐기예정,상온,SUP-035,352.97,1000.24,77.92,709.61,88.83,74.22,153.55,1.62,158.57,80.11,1515.17,214.42,1803.24,1892.26,143.54,8.46,534.71,530.83,137.99,114.31,Y,False,N,True,no,1,0,O,no,N
SKU00000276,WH-02,인천센터,D-26-1,447,43,145,50,50,500,20230223,20241031,LOT20240952,2025.04.02,20240929,45578,47.67,이상재고,상온,SUP-036,129.74,154.03,60.07,265.02,617.85,1300.92,41.83,1348.09,1384.4,18.57,2475.65,3269.73,376.13,2097.03,42.65,245.2,1813.92,578.25,71.25,82.88,Y,True,N,True,yes,0,1,O,yes,Y
SKU00000276,WH-01,김포센터,A-44-5,321,35,315,10,80,300,20251004,02-09-2024,LOT20245030,2026.01.18,2025.03.01,15324,84.51,이상재고,냉장,SUP-036,104.19,47.85,96.64,759.72,200.62,590.24,296.01,336.74,1371.76,788.67,59.37,590.83,237.99,274.28,6.99,238.29,293.01,281.04,29.46,69.55,Y,False,Y,True,no,1,0,O,yes,Y
SKU00000277,WH-03,부산센터,F-26-4,29,32,325,30,80,800,20250620,2023.06.12,LOT20239837,30/06/2026,07-01-2023,9582,65.22,반품입고,냉장,SUP-010,97.72,897.6,86.84,178.97,80.98,2412.15,87.33,277.1,827.19,107.71,2220.27,147.46,982.85,1725.08,119.68,35.48,680.84,162.06,205.26,54.81,Y,True,N,False,yes,1,0,X,no,N
SKU00000277,WH-04,대구센터,A-43-3,464,46,81,10,150,800,2024-02-12,15/02/2024,LOT20232557,05-09-2025,20240105,44618,27.04,정상,냉장,SUP-010,132.97,971.09,12.29,106.37,581.23,959.05,371.89,841.85,533.67,204.3,91.14,826.88,956.17,2133.85,4.43,23.41,460.37,980.22,428.0,47.44,Y,False,N,True,yes,1,1,X,no,N
SKU00000278,WH-02,인천센터,C-30-4,94,25,426,100,80,1000,31/07/2023,20230902,LOT20237640,20270117,2023-09-06,20432,53.65,정상,냉장,SUP-007,312.4,10.36,173.75,78.77,454.79,727.1,288.96,3658.34,118.82,206.92,694.7,2543.07,1297.14,230.89,49.65,544.04,489.51,1355.64,263.38,265.23,Y,True,Y,True,yes,1,0,O,yes,Y
SKU00000278,WH-04,대구센터,F-32-2,266,3,298,30,100,300,2025-03-26,2023-07-17,LOT20248472,16/01/2026,2024.06.17,43248,26.03,반품입고,냉동,SUP-007,152.07,234.0,8.76,842.8,243.93,1228.34,139.37,1996.93,393.76,296.2,178.79,35.38,879.68,569.82,11.8,416.7,345.9,1207.52,501.0,27.19,Y,False,N,True,yes,0,1,X,no,Y
SKU00000278,WH-03,부산센터,E-50-2,409,26,86,20,80,800,08-30-2023,2024.04.07,LOT20248434,20270306,20250330,42845,56.07,이상재고,냉장,SUP-007,153.83,2824.87,45.53,631.08,139.55,865.55,0.65,139.97,516.48,102.39,785.48,1932.97,280.12,1081.62,7.66,177.56,454.75,1270.9,274.0,466.19,Y,False,Y,False,no,0,0,O,yes,N
SKU00000279,WH-02,인천센터,B-30-3,401,34,239,20,20,300,2025.12.22,06-07-2023,LOT20248483,2026-05-03,2025.05.20,32831,52.5,폐기예정,상온,SUP-053,152.69,752.83,236.38,398.52,940.55,399.92,138.97,171.0,43.92,217.83,216.51,86.58,670.12,797.78,119.55,293.33,1015.5,2011.8,618.01,136.77,N,True,N,False,no,1,0,X,yes,N
SKU00000280,WH-03,부산센터,C-06-1,46,40,245,10,80,300,2024.02.03,16/11/2024,LOT20232223,2025-12-11,03-29-2023,30670,59.02,폐기예정,냉동,SUP-029,54.98,64.04,144.33,524.16,1298.04,665.02,252.63,915.61,306.93,327.04,1411.1,736.87,226.47,302.72,124.34,85.19,1980.38,1055.23,90.56,71.92,N,True,Y,False,no,0,1,X,yes,Y
SKU00000281,WH-04,대구센터,A-19-4,433,43,348,10,150,300,2023-10-23,2023.05.17,LOT20234987,13/04/2025,15/04/2024,3130,90.05,폐기예정,상온,SUP-022,128.67,262.43,111.76,267.26,457.82,2286.74,677.95,2244.47,337.77,438.03,1082.18,526.96,483.77,17.04,33.22,142.77,834.39,343.72,252.83,107.92,N,False,N,False,no,1,1,O,yes,N
SKU00000281,WH-01,김포센터,F-03-3,411,26,440,20,80,800,2024-05-01,14/11/2024,LOT20238752,2025.11.24,20241024,2693,70.09,반품입고,냉장,SUP-022,140.23,435.63,44.61,465.27,3.56,684.76,315.64,387.97,565.09,326.68,953.78,726.47,78.26,1534.52,70.18,129.45,220.29,944.72,108.16,90.52,Y,True,Y,False,no,1,0,X,yes,N
SKU00000281,WH-05,광주센터,D-46-1,419,12,151,50,50,300,2025.02.28,2023-08-18,LOT20248332,20270405,2025.06.21,13884,44.0,반품입고,상온,SUP-022,142.75,1045.67,77.91,0.23,49.3,377.63,518.71,1196.42,69.73,5.18,847.27,135.85,163.83,274.7,16.74,386.39,1539.91,267.82,121.53,560.94,N,True,Y,True,yes,0,1,X,no,N
SKU00000282,WH-04,대구센터,C-45-1,411,37,304,100,30,300,20250814,07/12/2023,LOT20243792,2027-03-07,07/02/2024,12938,72.49,정상,상온,SUP-036,8.26,499.3,6.15,13.57,497.5,323.88,237.84,637.03,14.54,28.31,248.82,381.19,529.57,42.21,74.85,20.03,443.26,675.83,516.81,121.64,N,False,N,True,no,0,0,X,no,Y
SKU00000282,WH-03,부산센터,A-02-1,291,29,415,20,100,1000,20250621,16/06/2025,LOT20234181,20260418,12-16-2024,44633,58.55,정상,상온,SUP-036,38.93,1142.11,2.19,710.82,538.88,1312.92,12.27,1616.17,141.61,51.31,1193.15,375.9,230.09,2294.72,18.72,230.39,1184.99,1466.85,59.89,106.83,Y,True,N,True,yes,0,1,O,yes,N
SKU00000283,WH-03,부산센터,D-21-5,215,24,295,50,100,300,20230206,2023-01-26,LOT20245075,20250905,2025-03-24,47787,28.8,폐기예정,냉장,SUP-012,132.36,55.36,153.71,17.53,106.55,230.42,438.42,991.16,215.65,260.97,164.07,56.89,306.45,187.45,14.35,59.19,972.85,952.75,19.06,198.6,N,True,Y,True,no,0,1,X,no,N
SKU00000284,WH-02,인천센터,D-22-4,173,26,42,20,100,500,09-22-2024,26/04/2023,LOT20246650,20270422,2024.02.12,37438,35.13,정상,상온,SUP-041,38.05,171.81,61.9,231.4,750.35,2392.08,278.72,87.98,975.94,279.06,1510.05,442.13,984.94,1286.38,54.61,875.07,509.35,529.32,332.8,374.75,N,True,Y,False,yes,1,0,O,no,N
SKU00000284,WH-04,대구센터,E-04-1,137,48,157,20,20,1000,2023.09.11,2023.06.13,LOT20246960,2027.04.05,20230521,14567,99.56,정상,냉동,SUP-041,140.36,417.41,123.18,383.98,278.33,376.46,151.13,830.24,894.08,12.2,1921.91,304.88,21.11,865.9,30.74,69.86,259.96,80.58,283.2,145.74,Y,True,Y,True,no,0,1,O,no,Y
SKU00000284,WH-03,부산센터,F-09-2,361,39,380,20,80,800,2023.02.03,2024-02-16,LOT20233496,22/10/2027,2025.06.06,35681,12.12,이상재고,냉동,SUP-041,66.73,643.83,95.32,41.66,193.12,703.51,157.99,7.39,143.28,124.58,441.75,99.95,118.52,2024.16,21.73,0.94,2394.79,1037.26,177.9,182.55,N,True,Y,True,no,0,0,O,no,Y
SKU00000285,WH-04,대구센터,A-39-1,462,12,137,100,50,1000,2025.09.13,20240430,LOT20231316,23/10/2026,2023-06-12,46299,60.87,정상,냉동,SUP-049,87.84,41.11,210.94,470.39,457.24,387.53,659.44,1842.73,900.89,210.75,107.37,60.25,25.16,342.9,12.47,104.19,1697.85,387.65,145.17,103.19,Y,True,N,True,yes,1,1,X,no,Y
SKU00000285,WH-03,부산센터,B-20-5,332,11,140,20,30,200,20241224,20230412,LOT20250629,20250923,01-27-2025,4752,60.93,정상,상온,SUP-049,585.61,997.15,71.08,115.31,911.01,389.8,332.09,180.2,288.73,17.9,972.63,314.47,1557.35,284.41,104.18,119.07,258.96,1316.64,164.97,202.18,N,True,N,True,yes,1,1,O,yes,N
SKU00000285,WH-01,김포센터,F-19-5,230,28,413,20,30,200,20230426,17/12/2023,LOT20238527,04-26-2026,21/07/2024,16101,63.52,반품입고,상온,SUP-049,51.42,3240.12,104.99,59.5,7.02,663.75,17.16,2695.75,1626.99,296.1,618.95,338.05,489.38,342.39,1.0,95.78,277.88,236.29,879.86,171.1,Y,False,Y,True,no,0,0,X,yes,N
SKU00000286,WH-01,김포센터,D-01-1,339,38,102,20,80,500,20230303,2025.05.14,LOT20243315,05-03-2027,31/12/2024,25842,76.92,정상,상온,SUP-020,70.63,584.14,6.33,680.58,810.71,654.09,219.3,354.62,57.74,97.71,317.11,602.35,1061.24,1724.85,9.93,39.78,933.07,779.45,282.54,29.64,N,True,N,False,no,1,1,X,no,Y
SKU00000287,WH-01,김포센터,F-29-1,204,12,435,20,20,500,20/08/2025,03-13-2023,LOT20243056,08-16-2027,20240427,33790,72.56,정상,냉동,SUP-036,134.42,511.04,13.06,162.62,432.34,2276.3,66.86,31.65,84.67,25.02,1983.63,244.67,819.48,1087.86,42.67,874.09,3082.69,321.26,35.12,91.69,Y,True,N,True,no,0,1,O,yes,N
SKU00000288,WH-02,인천센터,E-46-4,76,11,420,10,20,300,31/10/2024,20250313,LOT20248346,2026-07-06,2024.02.20,19458,62.3,정상,냉장,SUP-031,68.16,1950.64,76.05,405.06,1685.82,1004.57,49.31,2306.0,1188.62,217.96,115.18,784.88,804.99,1662.16,31.15,485.21,675.63,595.9,432.75,184.05,N,True,N,False,yes,1,1,O,yes,N
SKU00000289,WH-01,김포센터,E-18-4,124,18,46,50,80,200,2024.11.20,2024-04-06,LOT20230597,03/12/2026,20230101,21076,50.05,정상,상온,SUP-036,352.83,685.15,147.29,1386.23,19.2,1165.34,90.78,309.82,4.7,241.05,132.6,97.88,472.03,432.55,40.66,446.6,2260.34,1509.66,1235.09,414.15,Y,False,N,False,no,0,0,X,yes,Y
SKU00000289,WH-05,광주센터,C-22-5,200,6,44,50,150,1000,2023-06-15,20230731,LOT20230556,09-17-2027,31/07/2023,49242,73.42,폐기예정,냉동,SUP-036,353.44,233.2,124.86,886.84,682.59,185.28,136.99,266.61,440.53,242.86,582.33,3216.88,1440.01,1561.98,8.44,89.92,222.48,103.24,621.73,80.1,Y,True,Y,False,yes,1,1,X,yes,N
SKU00000289,WH-02,인천센터,D-02-5,351,9,188,100,100,300,2025-04-26,2025-07-11,LOT20247118,2027.02.02,2023.05.22,39927,85.67,이상재고,냉장,SUP-036,198.65,210.1,105.38,284.58,158.29,303.22,113.0,671.83,679.26,259.67,368.97,605.16,4.78,306.82,99.96,91.5,774.22,1239.33,100.36,57.02,N,False,N,True,yes,0,1,O,no,N
SKU00000290,WH-03,부산센터,F-14-5,81,39,43,30,150,1000,2024-02-19,20230316,LOT20236034,11/11/2026,2024-08-31,6799,29.47,이상재고,냉동,SUP-045,256.14,1085.71,7.85,8.1,131.54,893.59,68.31,707.08,472.69,100.94,54.62,442.93,1264.76,2846.66,95.46,200.4,2438.42,1718.49,112.64,90.0,N,False,Y,False,yes,1,1,X,yes,Y
SKU00000291,WH-03,부산센터,C-48-2,294,28,443,100,20,300,2024.04.26,2023-12-02,LOT20248696,20270331,2025.06.19,43775,55.55,폐기예정,냉동,SUP-046,1132.72,265.83,4.73,59.31,586.05,487.64,197.09,233.34,173.38,39.7,116.51,740.02,467.56,92.75,144.97,138.8,879.26,333.43,484.9,1054.48,N,False,N,False,yes,1,0,X,no,Y
SKU00000292,WH-02,인천센터,A-12-1,196,42,289,100,30,500,07/11/2023,20231120,LOT20233790,30/01/2025,2024-03-18,27903,50.64,정상,상온,SUP-052,123.1,161.41,21.73,1159.18,131.26,848.31,47.04,5054.25,508.66,201.15,659.8,352.9,292.02,566.43,83.9,252.12,1437.84,468.16,405.68,343.21,Y,False,Y,False,no,0,1,X,yes,Y
SKU00000292,WH-05,광주센터,E-30-1,357,18,26,50,80,1000,09/09/2025,11-08-2024,LOT20232159,2025-12-06,2024.10.07,15606,24.49,정상,냉동,SUP-052,88.16,585.96,44.3,1655.48,334.19,1689.51,463.94,1404.42,1419.84,27.07,227.59,458.63,51.44,1472.59,14.83,47.91,262.64,531.72,49.24,17.97,Y,True,Y,False,yes,1,1,O,yes,N
SKU00000292,WH-04,대구센터,D-36-1,125,47,143,30,150,500,20231029,20250220,LOT20242938,02-09-2025,2025.06.06,12700,28.53,정상,상온,SUP-052,218.5,597.22,3.15,120.99,1033.01,912.99,27.51,81.72,275.55,132.79,217.01,31.37,42.83,435.3,45.36,165.53,680.06,309.84,272.83,40.3,Y,False,N,False,no,1,1,O,no,Y
SKU00000293,WH-05,광주센터,F-22-4,200,35,237,20,100,200,2025.12.23,2024.02.04,LOT20234385,05/02/2026,2025-03-18,21642,21.24,정상,상온,SUP-051,60.61,1795.52,6.01,579.11,130.11,3506.1,196.47,483.36,482.63,12.89,290.86,773.83,73.88,1957.38,62.79,94.96,218.58,872.37,3.69,225.58,N,False,N,True,no,0,1,O,yes,Y
SKU00000294,WH-04,대구센터,A-17-1,26,8,202,50,20,800,20230814,09/11/2025,LOT20233729,2027-12-28,12-25-2024,23676,16.75,반품입고,냉동,SUP-051,5.52,174.25,53.64,47.21,869.17,614.25,364.28,884.54,672.81,251.59,1021.23,229.48,588.47,441.68,33.33,247.19,124.64,117.08,19.58,102.67,Y,False,N,False,yes,1,1,X,yes,Y
SKU00000294,WH-02,인천센터,A-16-2,410,26,382,100,20,800,2023-01-21,20230109,LOT20233954,15/07/2025,2024-10-21,47407,59.31,정상,상온,SUP-051,206.92,1090.53,119.58,687.82,200.97,313.4,752.48,228.92,2275.36,32.25,525.34,631.3,488.78,259.97,53.36,80.59,386.48,545.13,270.6,161.59,N,True,Y,True,yes,1,1,X,no,Y
SKU00000294,WH-05,광주센터,F-12-5,185,7,341,100,80,500,15/03/2024,2024-11-03,LOT20247055,2026-06-06,20230908,46649,22.17,폐기예정,냉동,SUP-051,264.65,2334.6,311.99,538.04,1016.58,67.29,541.41,262.48,175.61,246.61,542.76,46.31,592.64,154.05,63.39,63.18,633.93,54.61,239.19,104.04,N,False,Y,True,no,0,1,X,no,N
SKU00000295,WH-01,김포센터,A-34-1,414,1,12,30,30,1000,2024.08.01,2024-01-08,LOT20240485,2027.11.30,26/03/2025,34316,92.99,폐기예정,상온,SUP-045,220.68,2531.14,69.42,795.02,937.67,705.19,194.28,554.98,409.08,129.43,627.31,252.73,490.07,455.53,47.33,97.2,551.33,2271.49,119.29,36.96,Y,True,Y,False,yes,0,0,O,yes,N
SKU00000295,WH-04,대구센터,F-44-3,409,31,48,10,50,200,10-14-2023,2024.01.16,LOT20243335,2027.03.19,20240606,17900,76.92,정상,냉동,SUP-045,13.65,330.63,3.78,1548.04,547.45,435.17,897.23,1021.67,735.69,259.03,934.97,96.52,1364.41,199.49,7.01,735.37,1357.93,2646.26,307.48,183.81,N,True,N,True,yes,0,0,X,no,Y
SKU00000296,WH-01,김포센터,D-15-2,462,43,266,100,20,200,20240605,2025-02-10,LOT20247025,23/07/2026,03-31-2025,2169,35.12,정상,상온,SUP-045,300.97,861.75,0.56,104.9,460.52,911.92,122.83,342.96,915.24,75.67,205.29,1237.34,1742.39,1187.01,62.46,230.84,573.02,1066.74,10.99,157.92,Y,False,N,True,no,1,0,X,yes,N
SKU00000296,WH-02,인천센터,E-35-4,73,21,143,30,80,200,04-28-2024,2025.12.04,LOT20230411,2025.01.22,2024-11-24,22235,12.84,폐기예정,상온,SUP-045,413.66,1079.19,52.76,800.76,180.61,613.68,177.44,2330.2,58.66,582.75,209.18,26.08,510.88,1287.65,7.22,31.22,157.25,313.67,45.77,125.15,Y,False,Y,True,no,1,0,O,yes,Y
